census_chapter,census_table,census_row,census_column,sector_desc,short_desc,commodity_desc,agg_level_desc,state_fips_code,state_alpha,state_name,county_code,county_name,domaincat_desc,value
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,8,CO,COLORADO,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"6,404"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,9,CT,CONNECTICUT,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"1,765"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,10,DE,DELAWARE,,,AREA OPERATED: (1.0 TO 9.9 ACRES),380
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,12,FL,FLORIDA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"14,072"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,13,GA,GEORGIA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"4,516"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,15,HI,HAWAII,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"4,868"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,16,ID,IDAHO,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"6,673"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,17,IL,ILLINOIS,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"7,992"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,18,IN,INDIANA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"7,622"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,19,IA,IOWA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"9,120"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,20,KS,KANSAS,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"2,665"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,21,KY,KENTUCKY,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"6,211"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,22,LA,LOUISIANA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"3,735"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,23,ME,MAINE,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"1,427"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,24,MD,MARYLAND,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"2,244"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,25,MA,MASSACHUSETTS,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"2,373"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,26,MI,MICHIGAN,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"5,154"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,27,MN,MINNESOTA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"5,234"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,28,MS,MISSISSIPPI,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"2,237"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,29,MO,MISSOURI,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"5,574"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,30,MT,MONTANA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"2,516"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,31,NE,NEBRASKA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"3,385"
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,32,NV,NEVADA,,,AREA OPERATED: (1.0 TO 9.9 ACRES),825
1,1,8,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,33,NH,NEW HAMPSHIRE,,,AREA OPERATED: (1.0 TO 9.9 ACRES),"1,081"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,22,LA,LOUISIANA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"9,008"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,23,ME,MAINE,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"2,157"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,24,MD,MARYLAND,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"4,559"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,25,MA,MASSACHUSETTS,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"2,535"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,26,MI,MICHIGAN,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"16,920"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,27,MN,MINNESOTA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"14,618"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,28,MS,MISSISSIPPI,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"8,810"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,29,MO,MISSOURI,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"22,676"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,30,MT,MONTANA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"5,836"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,31,NE,NEBRASKA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"7,641"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,32,NV,NEVADA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),943
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,33,NH,NEW HAMPSHIRE,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"1,275"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,34,NJ,NEW JERSEY,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"4,467"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,35,NM,NEW MEXICO,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"4,524"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,36,NY,NEW YORK,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"8,632"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,37,NC,NORTH CAROLINA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"17,132"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,38,ND,NORTH DAKOTA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"2,514"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,39,OH,OHIO,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"26,533"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,40,OK,OKLAHOMA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"18,402"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,41,OR,OREGON,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"12,707"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,42,PA,PENNSYLVANIA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"15,901"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,44,RI,RHODE ISLAND,,,AREA OPERATED: (10.0 TO 49.9 ACRES),377
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,45,SC,SOUTH CAROLINA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"9,063"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,46,SD,SOUTH DAKOTA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"4,546"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,47,TN,TENNESSEE,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"25,836"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,48,TX,TEXAS,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"81,616"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,49,UT,UTAH,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"5,254"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,50,VT,VERMONT,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"1,924"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,51,VA,VIRGINIA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"13,631"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,53,WA,WASHINGTON,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"12,323"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,54,WV,WEST VIRGINIA,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"6,280"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,55,WI,WISCONSIN,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"16,919"
1,1,9,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,56,WY,WYOMING,,,AREA OPERATED: (10.0 TO 49.9 ACRES),"2,733"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,NATIONAL,99,US,US TOTAL,,,AREA OPERATED: (50 TO 179 ACRES),"564,763"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,1,AL,ALABAMA,,,AREA OPERATED: (50 TO 179 ACRES),"14,107"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,2,AK,ALASKA,,,AREA OPERATED: (50 TO 179 ACRES),159
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,4,AZ,ARIZONA,,,AREA OPERATED: (50 TO 179 ACRES),"1,748"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,5,AR,ARKANSAS,,,AREA OPERATED: (50 TO 179 ACRES),"14,838"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,6,CA,CALIFORNIA,,,AREA OPERATED: (50 TO 179 ACRES),"11,474"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,51,VA,VIRGINIA,,,AREA OPERATED: (50 TO 179 ACRES),"14,800"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,53,WA,WASHINGTON,,,AREA OPERATED: (50 TO 179 ACRES),"5,501"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,54,WV,WEST VIRGINIA,,,AREA OPERATED: (50 TO 179 ACRES),"9,795"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,55,WI,WISCONSIN,,,AREA OPERATED: (50 TO 179 ACRES),"21,254"
1,1,10,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,56,WY,WYOMING,,,AREA OPERATED: (50 TO 179 ACRES),"2,405"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,NATIONAL,99,US,US TOTAL,,,AREA OPERATED: (180 TO 499 ACRES),"315,017"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,1,AL,ALABAMA,,,AREA OPERATED: (180 TO 499 ACRES),"6,492"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,2,AK,ALASKA,,,AREA OPERATED: (180 TO 499 ACRES),89
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,4,AZ,ARIZONA,,,AREA OPERATED: (180 TO 499 ACRES),"1,085"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,5,AR,ARKANSAS,,,AREA OPERATED: (180 TO 499 ACRES),"8,827"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,6,CA,CALIFORNIA,,,AREA OPERATED: (180 TO 499 ACRES),"6,364"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,8,CO,COLORADO,,,AREA OPERATED: (180 TO 499 ACRES),"4,486"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,9,CT,CONNECTICUT,,,AREA OPERATED: (180 TO 499 ACRES),323
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,10,DE,DELAWARE,,,AREA OPERATED: (180 TO 499 ACRES),263
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,12,FL,FLORIDA,,,AREA OPERATED: (180 TO 499 ACRES),"3,204"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,13,GA,GEORGIA,,,AREA OPERATED: (180 TO 499 ACRES),"6,514"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,15,HI,HAWAII,,,AREA OPERATED: (180 TO 499 ACRES),171
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,16,ID,IDAHO,,,AREA OPERATED: (180 TO 499 ACRES),"2,786"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,17,IL,ILLINOIS,,,AREA OPERATED: (180 TO 499 ACRES),"12,264"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,18,IN,INDIANA,,,AREA OPERATED: (180 TO 499 ACRES),"7,419"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,19,IA,IOWA,,,AREA OPERATED: (180 TO 499 ACRES),"19,172"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,20,KS,KANSAS,,,AREA OPERATED: (180 TO 499 ACRES),"11,135"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,21,KY,KENTUCKY,,,AREA OPERATED: (180 TO 499 ACRES),"12,468"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,22,LA,LOUISIANA,,,AREA OPERATED: (180 TO 499 ACRES),"3,640"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,23,ME,MAINE,,,AREA OPERATED: (180 TO 499 ACRES),"1,108"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,24,MD,MARYLAND,,,AREA OPERATED: (180 TO 499 ACRES),"1,402"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,25,MA,MASSACHUSETTS,,,AREA OPERATED: (180 TO 499 ACRES),548
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,26,MI,MICHIGAN,,,AREA OPERATED: (180 TO 499 ACRES),"6,308"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,27,MN,MINNESOTA,,,AREA OPERATED: (180 TO 499 ACRES),"15,923"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,28,MS,MISSISSIPPI,,,AREA OPERATED: (180 TO 499 ACRES),"6,684"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,29,MO,MISSOURI,,,AREA OPERATED: (180 TO 499 ACRES),"20,511"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,30,MT,MONTANA,,,AREA OPERATED: (180 TO 499 ACRES),"3,570"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,31,NE,NEBRASKA,,,AREA OPERATED: (180 TO 499 ACRES),"8,689"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,32,NV,NEVADA,,,AREA OPERATED: (180 TO 499 ACRES),338
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,33,NH,NEW HAMPSHIRE,,,AREA OPERATED: (180 TO 499 ACRES),476
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,34,NJ,NEW JERSEY,,,AREA OPERATED: (180 TO 499 ACRES),545
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,35,NM,NEW MEXICO,,,AREA OPERATED: (180 TO 499 ACRES),"2,240"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,36,NY,NEW YORK,,,AREA OPERATED: (180 TO 499 ACRES),"6,508"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,37,NC,NORTH CAROLINA,,,AREA OPERATED: (180 TO 499 ACRES),"5,341"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,38,ND,NORTH DAKOTA,,,AREA OPERATED: (180 TO 499 ACRES),"4,549"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,39,OH,OHIO,,,AREA OPERATED: (180 TO 499 ACRES),"10,574"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,40,OK,OKLAHOMA,,,AREA OPERATED: (180 TO 499 ACRES),"15,656"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,41,OR,OREGON,,,AREA OPERATED: (180 TO 499 ACRES),"2,689"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,42,PA,PENNSYLVANIA,,,AREA OPERATED: (180 TO 499 ACRES),"8,255"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,44,RI,RHODE ISLAND,,,AREA OPERATED: (180 TO 499 ACRES),52
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,45,SC,SOUTH CAROLINA,,,AREA OPERATED: (180 TO 499 ACRES),"3,192"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,46,SD,SOUTH DAKOTA,,,AREA OPERATED: (180 TO 499 ACRES),"4,959"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,47,TN,TENNESSEE,,,AREA OPERATED: (180 TO 499 ACRES),"9,204"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,48,TX,TEXAS,,,AREA OPERATED: (180 TO 499 ACRES),"36,372"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,49,UT,UTAH,,,AREA OPERATED: (180 TO 499 ACRES),"1,768"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,50,VT,VERMONT,,,AREA OPERATED: (180 TO 499 ACRES),"1,345"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,51,VA,VIRGINIA,,,AREA OPERATED: (180 TO 499 ACRES),"6,732"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,53,WA,WASHINGTON,,,AREA OPERATED: (180 TO 499 ACRES),"2,623"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,54,WV,WEST VIRGINIA,,,AREA OPERATED: (180 TO 499 ACRES),"4,270"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,55,WI,WISCONSIN,,,AREA OPERATED: (180 TO 499 ACRES),"14,177"
1,1,11,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,56,WY,WYOMING,,,AREA OPERATED: (180 TO 499 ACRES),"1,707"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,NATIONAL,99,US,US TOTAL,,,AREA OPERATED: (500 TO 999 ACRES),"133,321"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,1,AL,ALABAMA,,,AREA OPERATED: (500 TO 999 ACRES),"2,025"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,2,AK,ALASKA,,,AREA OPERATED: (500 TO 999 ACRES),35
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,4,AZ,ARIZONA,,,AREA OPERATED: (500 TO 999 ACRES),963
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,5,AR,ARKANSAS,,,AREA OPERATED: (500 TO 999 ACRES),"2,975"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,6,CA,CALIFORNIA,,,AREA OPERATED: (500 TO 999 ACRES),"3,072"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,8,CO,COLORADO,,,AREA OPERATED: (500 TO 999 ACRES),"2,622"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,9,CT,CONNECTICUT,,,AREA OPERATED: (500 TO 999 ACRES),63
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,10,DE,DELAWARE,,,AREA OPERATED: (500 TO 999 ACRES),129
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,12,FL,FLORIDA,,,AREA OPERATED: (500 TO 999 ACRES),"1,286"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,13,GA,GEORGIA,,,AREA OPERATED: (500 TO 999 ACRES),"2,233"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,15,HI,HAWAII,,,AREA OPERATED: (500 TO 999 ACRES),74
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,16,ID,IDAHO,,,AREA OPERATED: (500 TO 999 ACRES),"1,606"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,17,IL,ILLINOIS,,,AREA OPERATED: (500 TO 999 ACRES),"7,483"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,18,IN,INDIANA,,,AREA OPERATED: (500 TO 999 ACRES),"3,529"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,19,IA,IOWA,,,AREA OPERATED: (500 TO 999 ACRES),"10,381"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,20,KS,KANSAS,,,AREA OPERATED: (500 TO 999 ACRES),"6,192"
1,1,12,1,ECONOMICS,FARM OPERATIONS - NUMBER OF OPERATIONS,FARM OPERATIONS,STATE,21,KY,KENTUCKY,,,AREA OPERATED: (500 TO 999 ACRES),"3,053"
