census_chapter,census_table,census_row,census_column,sector_desc,short_desc,commodity_desc,agg_level_desc,state_fips_code,state_alpha,state_name,county_code,county_name,domaincat_desc,value
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,54,WV,WEST VIRGINIA,,,,"24,625"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,55,WI,WISCONSIN,,,,"71,838"
2,46,1,2,DEMOGRAPHICS,"PRODUCERS, MALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,56,WY,WYOMING,,,,"12,870"
2,46,1,3,DEMOGRAPHICS,"PRODUCERS, MALE - ACRES OPERATED",PRODUCERS,STATE,1,AL,ALABAMA,,,,"8,189,346"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,1,AL,ALABAMA,,,,"20,922"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,18,IN,INDIANA,,,,"29,097"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,19,IA,IOWA,,,,"45,786"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,20,KS,KANSAS,,,,"30,497"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,21,KY,KENTUCKY,,,,"40,192"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,22,LA,LOUISIANA,,,,"14,235"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,23,ME,MAINE,,,,"5,327"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,24,MD,MARYLAND,,,,"7,322"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,25,MA,MASSACHUSETTS,,,,"4,793"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,26,MI,MICHIGAN,,,,"26,059"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,27,MN,MINNESOTA,,,,"32,384"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,28,MS,MISSISSIPPI,,,,"16,971"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,29,MO,MISSOURI,,,,"54,624"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,30,MT,MONTANA,,,,"17,118"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,31,NE,NEBRASKA,,,,"23,168"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,32,NV,NEVADA,,,,"2,335"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,33,NH,NEW HAMPSHIRE,,,,"3,048"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,34,NJ,NEW JERSEY,,,,"6,144"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,35,NM,NEW MEXICO,,,,"14,979"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,36,NY,NEW YORK,,,,"20,193"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,37,NC,NORTH CAROLINA,,,,"22,289"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,38,ND,NORTH DAKOTA,,,,"11,454"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,39,OH,OHIO,,,,"40,357"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,40,OK,OKLAHOMA,,,,"46,919"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,41,OR,OREGON,,,,"27,592"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,42,PA,PENNSYLVANIA,,,,"29,209"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,44,RI,RHODE ISLAND,,,,666
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,45,SC,SOUTH CAROLINA,,,,"12,559"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,46,SD,SOUTH DAKOTA,,,,"13,870"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,47,TN,TENNESSEE,,,,"37,605"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,48,TX,TEXAS,,,,"145,669"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,49,UT,UTAH,,,,"10,714"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,50,VT,VERMONT,,,,"4,691"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,51,VA,VIRGINIA,,,,"23,575"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,53,WA,WASHINGTON,,,,"24,663"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,54,WV,WEST VIRGINIA,,,,"12,562"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,55,WI,WISCONSIN,,,,"36,227"
2,47,1,1,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF OPERATIONS",PRODUCERS,STATE,56,WY,WYOMING,,,,"7,990"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,1,AL,ALABAMA,,,,"22,201"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,2,AK,ALASKA,,,,802
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,4,AZ,ARIZONA,,,,"15,968"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,5,AR,ARKANSAS,,,,"26,917"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,6,CA,CALIFORNIA,,,,"46,235"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,8,CO,COLORADO,,,,"28,839"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,9,CT,CONNECTICUT,,,,"3,892"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,10,DE,DELAWARE,,,,"1,352"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,12,FL,FLORIDA,,,,"32,122"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,20,KS,KANSAS,,,,"18,574"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,21,KY,KENTUCKY,,,,"26,215"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,22,LA,LOUISIANA,,,,"9,545"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,23,ME,MAINE,,,,"4,107"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,24,MD,MARYLAND,,,,"5,363"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,25,MA,MASSACHUSETTS,,,,"3,833"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,26,MI,MICHIGAN,,,,"17,202"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,27,MN,MINNESOTA,,,,"18,246"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,28,MS,MISSISSIPPI,,,,"11,349"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,29,MO,MISSOURI,,,,"34,771"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,30,MT,MONTANA,,,,"11,866"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,31,NE,NEBRASKA,,,,"13,184"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,32,NV,NEVADA,,,,"1,749"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,33,NH,NEW HAMPSHIRE,,,,"2,444"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,34,NJ,NEW JERSEY,,,,"4,890"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,35,NM,NEW MEXICO,,,,"11,394"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,36,NY,NEW YORK,,,,"14,065"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,37,NC,NORTH CAROLINA,,,,"15,084"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,38,ND,NORTH DAKOTA,,,,"6,958"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,39,OH,OHIO,,,,"25,609"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,40,OK,OKLAHOMA,,,,"31,844"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,41,OR,OREGON,,,,"20,752"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,42,PA,PENNSYLVANIA,,,,"17,971"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,44,RI,RHODE ISLAND,,,,498
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,45,SC,SOUTH CAROLINA,,,,"8,933"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,46,SD,SOUTH DAKOTA,,,,"8,028"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,47,TN,TENNESSEE,,,,"25,197"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,48,TX,TEXAS,,,,"101,932"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,49,UT,UTAH,,,,"6,854"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,50,VT,VERMONT,,,,"3,534"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,51,VA,VIRGINIA,,,,"16,456"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,53,WA,WASHINGTON,,,,"18,068"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,54,WV,WEST VIRGINIA,,,,"8,321"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,55,WI,WISCONSIN,,,,"22,671"
2,47,1,4,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL",STATE,56,WY,WYOMING,,,,"5,558"
2,47,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,1,AL,ALABAMA,,,,"14,393"
2,47,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,2,AK,ALASKA,,,,617
2,47,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,4,AZ,ARIZONA,,,,"12,122"
2,47,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,5,AR,ARKANSAS,,,,"17,573"
2,47,1,5,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","PRODUCERS, PRINCIPAL",STATE,6,CA,CALIFORNIA,,,,"32,155"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,42,PA,PENNSYLVANIA,,,,"1,771,913"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,44,RI,RHODE ISLAND,,,,"21,445"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,45,SC,SOUTH CAROLINA,,,,"978,093"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,46,SD,SOUTH DAKOTA,,,,"9,795,747"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,47,TN,TENNESSEE,,,,"2,758,344"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,48,TX,TEXAS,,,,"35,429,107"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,49,UT,UTAH,,,,"1,589,884"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,50,VT,VERMONT,,,,"476,815"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,51,VA,VIRGINIA,,,,"2,043,877"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,53,WA,WASHINGTON,,,,"3,629,465"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,54,WV,WEST VIRGINIA,,,,"1,042,313"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,55,WI,WISCONSIN,,,,"3,759,350"
2,47,1,6,DEMOGRAPHICS,"PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","PRODUCERS, PRINCIPAL",STATE,56,WY,WYOMING,,,,"10,003,025"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,8,CO,COLORADO,,,,"16,448,696"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,13,GA,GEORGIA,,,,"23,248"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,15,HI,HAWAII,,,,"5,044"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,16,ID,IDAHO,,,,"17,230"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,17,IL,ILLINOIS,,,,"33,195"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,18,IN,INDIANA,,,,"31,225"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,19,IA,IOWA,,,,"49,065"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,20,KS,KANSAS,,,,"32,682"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,21,KY,KENTUCKY,,,,"42,946"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,22,LA,LOUISIANA,,,,"15,345"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,23,ME,MAINE,,,,"5,859"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,24,MD,MARYLAND,,,,"8,148"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,25,MA,MASSACHUSETTS,,,,"5,572"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,26,MI,MICHIGAN,,,,"27,955"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,27,MN,MINNESOTA,,,,"34,517"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,28,MS,MISSISSIPPI,,,,"18,283"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,29,MO,MISSOURI,,,,"58,164"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,30,MT,MONTANA,,,,"18,673"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,31,NE,NEBRASKA,,,,"24,730"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,32,NV,NEVADA,,,,"2,524"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,33,NH,NEW HAMPSHIRE,,,,"3,277"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,34,NJ,NEW JERSEY,,,,"6,704"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,35,NM,NEW MEXICO,,,,"16,577"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,36,NY,NEW YORK,,,,"21,880"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,37,NC,NORTH CAROLINA,,,,"24,107"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,38,ND,NORTH DAKOTA,,,,"12,316"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,39,OH,OHIO,,,,"43,256"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,40,OK,OKLAHOMA,,,,"49,761"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,41,OR,OREGON,,,,"29,868"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,42,PA,PENNSYLVANIA,,,,"31,449"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,44,RI,RHODE ISLAND,,,,743
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,45,SC,SOUTH CAROLINA,,,,"13,542"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,46,SD,SOUTH DAKOTA,,,,"14,862"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,47,TN,TENNESSEE,,,,"40,097"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,48,TX,TEXAS,,,,"156,233"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,49,UT,UTAH,,,,"11,736"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,50,VT,VERMONT,,,,"5,120"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,51,VA,VIRGINIA,,,,"25,509"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,53,WA,WASHINGTON,,,,"26,868"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,54,WV,WEST VIRGINIA,,,,"13,498"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,55,WI,WISCONSIN,,,,"38,509"
2,47,1,2,DEMOGRAPHICS,"PRODUCERS, FEMALE - NUMBER OF PRODUCERS",PRODUCERS,STATE,56,WY,WYOMING,,,,"8,816"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,1,AL,ALABAMA,,,,"3,530,623"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,2,AK,ALASKA,,,,"491,524"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,4,AZ,ARIZONA,,,,"9,563,495"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,5,AR,ARKANSAS,,,,"6,564,167"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,6,CA,CALIFORNIA,,,,"10,887,774"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,25,MA,MASSACHUSETTS,,,,"284,208"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,26,MI,MICHIGAN,,,,"3,928,817"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,27,MN,MINNESOTA,,,,"9,747,291"
2,47,1,3,DEMOGRAPHICS,"PRODUCERS, FEMALE - ACRES OPERATED",PRODUCERS,STATE,28,MS,MISSISSIPPI,,,,"3,999,433"
